professor,projeto,resumo
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",Faculdade de Arquitetura e Urbanismo
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",MARGARETE REGINA FREITAS GONCALVES
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Conjugados Não-Metálicos
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos","O primeiro material de construção civil reforçado com fibras, produzido em escala industrial, foi o cimento amianto (Anjos, 2003). O uso do amianto foi regra até a década de 1960 quando começou a sofrer sérias restrições devido à constatação de enfermidades provocadas, tais como o câncer e a fibrose pulmonar. Em virtude disto, os países da atual União Européia, o Canadá, os Estados Unidos e o México aboliram o uso do amianto e no Brasil a Lei Orgânica de alguns municípios passou a proibir o uso de derivados de amianto e, atualmente, discutisse no Conselho Nacional do Meio Ambiente (CONAMA) a diminuição do seu emprego. A restrição ao uso do amianto resultou no desenvolvimento de inúmeras pesquisas com materiais alternativos capazes de gerar compósitos com propriedades físicas e mecânicas similares as do cimento amianto. Conceição et. al. (2008) utilizaram polpa celulósica de sisal para produção de telhas à base de cimento Portland, como alternativa segura para o meio ambiente e para a saúde humana, substituindo o amianto. Paula (2007) utilizou vidros de fosfato de ferro como alternativa viável às outras disponíveis comercialmente, também como substituição ao amianto. Picanço et al (2008) utilizaram fibras de curauá, sisal e juta em compósitos cimentícios para comparar o desempenho destas fibras com as de amianto, obtendo resultados satisfatórios.
Somada a polêmica dos danos do amianto, atualmente, busca-se agregar as pesquisas o desenvolvimento e obtenção de materiais que atendam as questões ambientais e que sejam, de facilmente obtenção. A exemplo disto citam-se os trabalhos de Anjos et al. (2003), que afirma que as fibras vegetais têm grande capacidade de absorção de água que é liberada d
 A importância de pesquisas envolvendo compósitos à base de cimento reforçados com fibras naturais e sintéticas e resíduos vêm tendo um apelo cada vez maior devido a demanda de produtos para a engenharia com múltiplas propriedades agregadas, tais como capacidade de suportar cargas elevadas, controlar fissuras e absorver energia após a fratura. 
A aderência entre a matriz e o componente de reforço exerce forte influência sobre as características do compósito porque é principal responsável transferência dos esforços entre o reforço e a matriz (Mano (2002). No presente trabalho, visando aprofundar os conhecimentos sobre o comportamento de compósitos cimentícios aditivados, estudar-se-á as características químicas, físicas, mecânicas e microestruturais e a    interface."
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos","Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos"
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",PESQUISA
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",02/03/2016 - 01/03/2020
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",Faculdade de Arquitetura e Urbanismo
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",MARGARETE REGINA FREITAS GONCALVES
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos",Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Conjugados Não-Metálicos
NEFTALI LENIN VILLARREAL CARRENO,"Compósitos Cimentícios Aditivados com Fibras Naturais, Sintéticas E Resíuos","O primeiro material de construção civil reforçado com fibras, produzido em escala industrial, foi o cimento amianto (Anjos, 2003). O uso do amianto foi regra até a década de 1960 quando começou a sofrer sérias restrições devido à constatação de enfermidades provocadas, tais como o câncer e a fibrose pulmonar. Em virtude disto, os países da atual União Européia, o Canadá, os Estados Unidos e o México aboliram o uso do amianto e no Brasil a Lei Orgânica de alguns municípios passou a proibir o uso de derivados de amianto e, atualmente, discutisse no Conselho Nacional do Meio Ambiente (CONAMA) a diminuição do seu emprego. A restrição ao uso do amianto resultou no desenvolvimento de inúmeras pesquisas com materiais alternativos capazes de gerar compósitos com propriedades físicas e mecânicas similares as do cimento amianto. Conceição et. al. (2008) utilizaram polpa celulósica de sisal para produção de telhas à base de cimento Portland, como alternativa segura para o meio ambiente e para a saúde humana, substituindo o amianto. Paula (2007) utilizou vidros de fosfato de ferro como alternativa viável às outras disponíveis comercialmente, também como substituição ao amianto. Picanço et al (2008) utilizaram fibras de curauá, sisal e juta em compósitos cimentícios para comparar o desempenho destas fibras com as de amianto, obtendo resultados satisfatórios.
Somada a polêmica dos danos do amianto, atualmente, busca-se agregar as pesquisas o desenvolvimento e obtenção de materiais que atendam as questões ambientais e que sejam, de facilmente obtenção. A exemplo disto citam-se os trabalhos de Anjos et al. (2003), que afirma que as fibras vegetais têm grande capacidade de absorção de água que é liberada d
 A importância de pesquisas envolvendo compósitos à base de cimento reforçados com fibras naturais e sintéticas e resíduos vêm tendo um apelo cada vez maior devido a demanda de produtos para a engenharia com múltiplas propriedades agregadas, tais como capacidade de suportar cargas elevadas, controlar fissuras e absorver energia após a fratura. 
A aderência entre a matriz e o componente de reforço exerce forte influência sobre as características do compósito porque é principal responsável transferência dos esforços entre o reforço e a matriz (Mano (2002). No presente trabalho, visando aprofundar os conhecimentos sobre o comportamento de compósitos cimentícios aditivados, estudar-se-á as características químicas, físicas, mecânicas e microestruturais e a    interface."
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,PESQUISA
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,05/04/2019 - 20/12/2020
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,Centro de Desenvolvimento Tecnológico
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,AMANDA DANTAS DE OLIVEIRA
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Não-Metálicos
NEFTALI LENIN VILLARREAL CARRENO,DESENVOLVIMENTO DE FILMES DE NANOCOMPÓSITOS DE POLIETILENO DE ALTA DENSIDADE (PEAD)/NANOCRISTAIS DE CELULOSE PARA APLICAÇÃO EM EMBALAGENS,"A aplicação de materiais poliméricos na produção de embalagens aumentou enormemente nos últimos anos e estes materiais se tornaram elementos inevitáveis no processo de obtenção de embalagens, tais como, embalagens de alimentos. Isso levou a problemas ambientais graves uma vez que estes materiais não são biodegradáveis. Assim, na era do descarte, a degradabilidade dos polímeros utilizados como embalagens representa um aspecto de fundamental importância. O desenvolvimento de embalagens ecológicas, de alto desempenho e com boas propriedades de barreira pode ser alcançado pelo desenvolvimento de novos polímeros com boas propriedades de biodegradação ou ainda melhorando a biodegradabilidade dos polímeros existentes. Este último requisito é o eixo central das motivações para o presente projeto. A solução aqui proposta consiste em incorporar nanocristais de celulose (NCC) em uma matriz de polietileno de alta densidade (PEAD) através da técnica de extrusão com o objetivo de acelerar a biodegradação deste polímero e ao mesmo tempo desenvolver uma embalagem com boas propriedades de barreira a gases. Os nanocristais de celulose serão extraídos da casca de arroz, um resíduo agrícola que traz sérios transtornos ao meio ambiente quando descartado sem os controles adequados. Serão preparados filmes de nanocompósitos de PEAD e nanocristais de celulose, utilizando o polietileno de alta densidade enxertado com anidrido maleico (PEAD-g-MA) como agente compatibilizante. A influência da concentração de NCC sobre as propriedades térmicas, mecânicas e de barreira do PEAD, bem como sobre a sua taxa de biodegradação, será investigada."
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,Síntese e Aplicação de materiais nanoestruturados a base de carbono
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,PESQUISA
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,04/09/2018 - 31/08/2020
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,Centro de Desenvolvimento Tecnológico
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,ALICE GONCALVES OSORIO
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,Engenharias - Engenharia de Materiais e Metalúrgica
NEFTALI LENIN VILLARREAL CARRENO,Síntese e Aplicação de materiais nanoestruturados a base de carbono,"Com o  avanço tecnológico, surgiram inúmeras áreas novas de estudo e pesquisa, sendo a Nanotecnologia uma área em destaque atualmente. Dentre as inúmeras áreas que despontaram da Nanotecnologia, os materiais nanoestruturados a base de carbono despertaram o interesse de muito pesquisadores devido suas reais possibilidades de aplicação em engenharia. Este projeto visa a inserção desta área de pesquisa, a partir da síntese, caracterização e estudo de potenciais aplicações de engenharia para materiais nanoestruturados a base de carbono. Sua versatilidade química, proporcionando a modificação de sua superfície para inserção de elemento de interesse é um dos focos deste projeto."
NEFTALI LENIN VILLARREAL CARRENO,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT
NEFTALI LENIN VILLARREAL CARRENO,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT,PESQUISA
NEFTALI LENIN VILLARREAL CARRENO,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT,02/03/2018 - 20/12/2019
NEFTALI LENIN VILLARREAL CARRENO,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT,Centro de Desenvolvimento Tecnológico
NEFTALI LENIN VILLARREAL CARRENO,INFLUÊNCIA DA ADIÇÃO DE ARGILA NA DISPERSÃO DE NANOTUBOS DE CARBONO E NAS PROPRIEDADES DE NANOCOMPÓSITOS DE BLENDAS DE PC/ABS/MWCNT,AMANDA DANTAS DE OLIVEIRA
